,Calculation1,School,City,County/State/ Territory,Ethnicity,Count_adm,Count_app,admit_rate
1070,MORSE HIGH SCHOOL52881,MORSE HIGH SCHOOL,San Diego,San Diego,All,54,72,75.0
1071,MOUNT MIGUEL HIGH SCHOOL53417,MOUNT MIGUEL HIGH SCHOOL,Spring Valley,San Diego,Asian,4,7,57.14285714285714
1072,MOUNT MIGUEL HIGH SCHOOL53417,MOUNT MIGUEL HIGH SCHOOL,Spring Valley,San Diego,Hispanic/ Latinx,14,24,58.333333333333336
1073,MOUNT MIGUEL HIGH SCHOOL53417,MOUNT MIGUEL HIGH SCHOOL,Spring Valley,San Diego,African American,8,14,57.14285714285714
1074,MOUNT MIGUEL HIGH SCHOOL53417,MOUNT MIGUEL HIGH SCHOOL,Spring Valley,San Diego,All,27,46,58.69565217391305
1075,MOUNTAIN EMPIRE HIGH SCHOOL50455,MOUNTAIN EMPIRE HIGH SCHOOL,Pine Valley,San Diego,Hispanic/ Latinx,5,7,71.42857142857143
1076,MOUNTAIN EMPIRE HIGH SCHOOL50455,MOUNTAIN EMPIRE HIGH SCHOOL,Pine Valley,San Diego,All,6,8,75.0
1077,MOUNTAIN VIEW HIGH SCHOOL50837,MOUNTAIN VIEW HIGH SCHOOL,El Monte,Los Angeles,Asian,6,10,60.0
1078,MOUNTAIN VIEW HIGH SCHOOL50837,MOUNTAIN VIEW HIGH SCHOOL,El Monte,Los Angeles,Hispanic/ Latinx,26,38,68.42105263157895
1079,MOUNTAIN VIEW HIGH SCHOOL50837,MOUNTAIN VIEW HIGH SCHOOL,El Monte,Los Angeles,All,32,49,65.3061224489796
1080,MT CARMEL HIGH SCHOOL52862,MT CARMEL HIGH SCHOOL,San Diego,San Diego,White,39,63,61.904761904761905
1081,MT CARMEL HIGH SCHOOL52862,MT CARMEL HIGH SCHOOL,San Diego,San Diego,Asian,50,77,64.93506493506493
1082,MT CARMEL HIGH SCHOOL52862,MT CARMEL HIGH SCHOOL,San Diego,San Diego,Hispanic/ Latinx,15,30,50.0
1083,MT CARMEL HIGH SCHOOL52862,MT CARMEL HIGH SCHOOL,San Diego,San Diego,African American,6,13,46.15384615384615
1084,MT CARMEL HIGH SCHOOL52862,MT CARMEL HIGH SCHOOL,San Diego,San Diego,All,113,188,60.1063829787234
1085,MT EVEREST ACADEMY52826,MT EVEREST ACADEMY,San Diego,San Diego,White,3,9,33.33333333333333
1086,MT EVEREST ACADEMY52826,MT EVEREST ACADEMY,San Diego,San Diego,Asian,6,7,85.71428571428571
1087,MT EVEREST ACADEMY52826,MT EVEREST ACADEMY,San Diego,San Diego,All,12,23,52.17391304347826
1088,MT SAC EARLY COLG ACD W COVINA51783,MT SAC EARLY COLG ACD W COVINA,West Covina,Los Angeles,Asian,10,14,71.42857142857143
1089,MT SAC EARLY COLG ACD W COVINA51783,MT SAC EARLY COLG ACD W COVINA,West Covina,Los Angeles,Hispanic/ Latinx,10,21,47.61904761904761
1090,MT SAC EARLY COLG ACD W COVINA51783,MT SAC EARLY COLG ACD W COVINA,West Covina,Los Angeles,All,22,39,56.41025641025641
1091,NARBONNE HIGH SCHOOL51140,NARBONNE HIGH SCHOOL,Harbor City,Los Angeles,Asian,8,8,100.0
1092,NARBONNE HIGH SCHOOL51140,NARBONNE HIGH SCHOOL,Harbor City,Los Angeles,Hispanic/ Latinx,25,37,67.56756756756756
1093,NARBONNE HIGH SCHOOL51140,NARBONNE HIGH SCHOOL,Harbor City,Los Angeles,African American,11,17,64.70588235294117
1094,NARBONNE HIGH SCHOOL51140,NARBONNE HIGH SCHOOL,Harbor City,Los Angeles,All,45,65,69.23076923076923
1095,NAVA COLLEGE PREP ACADEMY54826,NAVA COLLEGE PREP ACADEMY,Los Angeles,Los Angeles,Hispanic/ Latinx,34,50,68.0
1096,NAVA COLLEGE PREP ACADEMY54826,NAVA COLLEGE PREP ACADEMY,Los Angeles,Los Angeles,All,36,52,69.23076923076923
1097,NEW DESIGNS CHARTER SCHOOL54025,NEW DESIGNS CHARTER SCHOOL,Los Angeles,Los Angeles,Hispanic/ Latinx,17,29,58.620689655172406
1098,NEW DESIGNS CHARTER SCHOOL54025,NEW DESIGNS CHARTER SCHOOL,Los Angeles,Los Angeles,All,19,33,57.57575757575758
1099,NEW MILLENNIUM SECONDARY SCHL50512,NEW MILLENNIUM SECONDARY SCHL,Gardena,Los Angeles,Hispanic/ Latinx,4,7,57.14285714285714
1100,NEW MILLENNIUM SECONDARY SCHL50512,NEW MILLENNIUM SECONDARY SCHL,Gardena,Los Angeles,All,5,10,50.0
1101,NEW OPEN WORLD ACADEMY54457,NEW OPEN WORLD ACADEMY,Los Angeles,Los Angeles,Hispanic/ Latinx,27,32,84.375
1102,NEW OPEN WORLD ACADEMY54457,NEW OPEN WORLD ACADEMY,Los Angeles,Los Angeles,All,30,35,85.71428571428571
1103,NEW WEST CHARTER SCHOOL54663,NEW WEST CHARTER SCHOOL,Los Angeles,Los Angeles,White,33,42,78.57142857142857
1104,NEW WEST CHARTER SCHOOL54663,NEW WEST CHARTER SCHOOL,Los Angeles,Los Angeles,Asian,11,14,78.57142857142857
1105,NEW WEST CHARTER SCHOOL54663,NEW WEST CHARTER SCHOOL,Los Angeles,Los Angeles,Hispanic/ Latinx,14,19,73.68421052631578
1106,NEW WEST CHARTER SCHOOL54663,NEW WEST CHARTER SCHOOL,Los Angeles,Los Angeles,All,62,84,73.80952380952381
1107,NEWPORT HARBOR HIGH SCHOOL52130,NEWPORT HARBOR HIGH SCHOOL,Newport Beach,Orange,Domestic Unknown,10,16,62.5
1108,NEWPORT HARBOR HIGH SCHOOL52130,NEWPORT HARBOR HIGH SCHOOL,Newport Beach,Orange,White,38,84,45.23809523809524
1109,NEWPORT HARBOR HIGH SCHOOL52130,NEWPORT HARBOR HIGH SCHOOL,Newport Beach,Orange,Asian,18,29,62.06896551724138
1110,NEWPORT HARBOR HIGH SCHOOL52130,NEWPORT HARBOR HIGH SCHOOL,Newport Beach,Orange,Hispanic/ Latinx,42,54,77.77777777777779
1111,NEWPORT HARBOR HIGH SCHOOL52130,NEWPORT HARBOR HIGH SCHOOL,Newport Beach,Orange,All,110,190,57.89473684210527
1112,NOGALES HIGH SCHOOL51357,NOGALES HIGH SCHOOL,La Puente,Los Angeles,Asian,13,16,81.25
1113,NOGALES HIGH SCHOOL51357,NOGALES HIGH SCHOOL,La Puente,Los Angeles,Hispanic/ Latinx,48,69,69.56521739130434
1114,NOGALES HIGH SCHOOL51357,NOGALES HIGH SCHOOL,La Puente,Los Angeles,All,64,88,72.72727272727273
1115,NORTH HIGH SCHOOL53520,NORTH HIGH SCHOOL,Torrance,Los Angeles,Asian,50,78,64.1025641025641
1116,NORTH HIGH SCHOOL53520,NORTH HIGH SCHOOL,Torrance,Los Angeles,Hispanic/ Latinx,18,43,41.86046511627907
1117,NORTH HIGH SCHOOL53520,NORTH HIGH SCHOOL,Torrance,Los Angeles,African American,8,16,50.0
1118,NORTH HIGH SCHOOL53520,NORTH HIGH SCHOOL,Torrance,Los Angeles,All,79,144,54.861111111111114
1119,NORTH HOLLYWOOD HIGH SCHOOL52145,NORTH HOLLYWOOD HIGH SCHOOL,North Hollywood,Los Angeles,White,46,58,79.3103448275862
1120,NORTH HOLLYWOOD HIGH SCHOOL52145,NORTH HOLLYWOOD HIGH SCHOOL,North Hollywood,Los Angeles,Asian,52,64,81.25
1121,NORTH HOLLYWOOD HIGH SCHOOL52145,NORTH HOLLYWOOD HIGH SCHOOL,North Hollywood,Los Angeles,Hispanic/ Latinx,51,91,56.043956043956044
1122,NORTH HOLLYWOOD HIGH SCHOOL52145,NORTH HOLLYWOOD HIGH SCHOOL,North Hollywood,Los Angeles,African American,11,13,84.61538461538461
1123,NORTH HOLLYWOOD HIGH SCHOOL52145,NORTH HOLLYWOOD HIGH SCHOOL,North Hollywood,Los Angeles,All,164,231,70.995670995671
1124,NORTH VALLEY MILITARY INST53969,NORTH VALLEY MILITARY INST,Sun Valley,Los Angeles,All,9,16,56.25
1125,NORTHRIDGE ACADEMY HIGH SCHOOL53879,NORTHRIDGE ACADEMY HIGH SCHOOL,Northridge,Los Angeles,Hispanic/ Latinx,13,21,61.904761904761905
1126,NORTHRIDGE ACADEMY HIGH SCHOOL53879,NORTHRIDGE ACADEMY HIGH SCHOOL,Northridge,Los Angeles,All,18,30,60.0
1127,NORTHVIEW HIGH SCHOOL50703,NORTHVIEW HIGH SCHOOL,Covina,Los Angeles,White,5,5,100.0
1128,NORTHVIEW HIGH SCHOOL50703,NORTHVIEW HIGH SCHOOL,Covina,Los Angeles,Asian,5,5,100.0
1129,NORTHVIEW HIGH SCHOOL50703,NORTHVIEW HIGH SCHOOL,Covina,Los Angeles,Hispanic/ Latinx,48,67,71.64179104477611
1130,NORTHVIEW HIGH SCHOOL50703,NORTHVIEW HIGH SCHOOL,Covina,Los Angeles,All,58,77,75.32467532467533
1131,NORTHWOOD HIGH SCHOOL51283,NORTHWOOD HIGH SCHOOL,Irvine,Orange,Int'l,9,14,64.28571428571429
1132,NORTHWOOD HIGH SCHOOL51283,NORTHWOOD HIGH SCHOOL,Irvine,Orange,White,28,45,62.22222222222222
1133,NORTHWOOD HIGH SCHOOL51283,NORTHWOOD HIGH SCHOOL,Irvine,Orange,Asian,197,249,79.11646586345381
1134,NORTHWOOD HIGH SCHOOL51283,NORTHWOOD HIGH SCHOOL,Irvine,Orange,Hispanic/ Latinx,8,20,40.0
1135,NORTHWOOD HIGH SCHOOL51283,NORTHWOOD HIGH SCHOOL,Irvine,Orange,All,258,348,74.13793103448276
1136,NORWALK HIGH SCHOOL52167,NORWALK HIGH SCHOOL,Norwalk,Los Angeles,Asian,7,11,63.63636363636363
1137,NORWALK HIGH SCHOOL52167,NORWALK HIGH SCHOOL,Norwalk,Los Angeles,Hispanic/ Latinx,48,76,63.1578947368421
1138,NORWALK HIGH SCHOOL52167,NORWALK HIGH SCHOOL,Norwalk,Los Angeles,All,55,91,60.43956043956044
1139,NOVA ACADEMY EARLY COLLEGE HS54104,NOVA ACADEMY EARLY COLLEGE HS,Santa Ana,Orange,Hispanic/ Latinx,21,31,67.74193548387096
1140,NOVA ACADEMY EARLY COLLEGE HS54104,NOVA ACADEMY EARLY COLLEGE HS,Santa Ana,Orange,All,22,33,66.66666666666666
1141,OCEAN VIEW HIGH SCHOOL51224,OCEAN VIEW HIGH SCHOOL,Huntington Beach,Orange,White,16,23,69.56521739130434
1142,OCEAN VIEW HIGH SCHOOL51224,OCEAN VIEW HIGH SCHOOL,Huntington Beach,Orange,Asian,5,8,62.5
1143,OCEAN VIEW HIGH SCHOOL51224,OCEAN VIEW HIGH SCHOOL,Huntington Beach,Orange,Hispanic/ Latinx,22,39,56.41025641025641
1144,OCEAN VIEW HIGH SCHOOL51224,OCEAN VIEW HIGH SCHOOL,Huntington Beach,Orange,All,46,74,62.16216216216216
1145,OCEANSIDE HIGH SCHOOL52249,OCEANSIDE HIGH SCHOOL,Oceanside,San Diego,White,11,15,73.33333333333333
1146,OCEANSIDE HIGH SCHOOL52249,OCEANSIDE HIGH SCHOOL,Oceanside,San Diego,Asian,6,7,85.71428571428571
1147,OCEANSIDE HIGH SCHOOL52249,OCEANSIDE HIGH SCHOOL,Oceanside,San Diego,Hispanic/ Latinx,39,51,76.47058823529412
1148,OCEANSIDE HIGH SCHOOL52249,OCEANSIDE HIGH SCHOOL,Oceanside,San Diego,All,62,83,74.69879518072288
1149,ODYSSEY STEM ACADEMY51614,ODYSSEY STEM ACADEMY,Lakewood,Los Angeles,Hispanic/ Latinx,37,87,42.5287356321839
1150,ODYSSEY STEM ACADEMY51614,ODYSSEY STEM ACADEMY,Lakewood,Los Angeles,African American,4,10,40.0
1151,ODYSSEY STEM ACADEMY51614,ODYSSEY STEM ACADEMY,Lakewood,Los Angeles,All,41,100,41.0
1152,OFARRELL CHARTER SCHOOL54629,OFARRELL CHARTER SCHOOL,San Diego,San Diego,Asian,16,22,72.72727272727273
1153,OFARRELL CHARTER SCHOOL54629,OFARRELL CHARTER SCHOOL,San Diego,San Diego,Hispanic/ Latinx,8,14,57.14285714285714
1154,OFARRELL CHARTER SCHOOL54629,OFARRELL CHARTER SCHOOL,San Diego,San Diego,African American,4,6,66.66666666666666
1155,OFARRELL CHARTER SCHOOL54629,OFARRELL CHARTER SCHOOL,San Diego,San Diego,All,28,42,66.66666666666666
1156,OLYMPIAN HIGH SCHOOL54072,OLYMPIAN HIGH SCHOOL,Chula Vista,San Diego,White,5,8,62.5
1157,OLYMPIAN HIGH SCHOOL54072,OLYMPIAN HIGH SCHOOL,Chula Vista,San Diego,Asian,48,84,57.14285714285714
1158,OLYMPIAN HIGH SCHOOL54072,OLYMPIAN HIGH SCHOOL,Chula Vista,San Diego,Hispanic/ Latinx,46,83,55.42168674698795
1159,OLYMPIAN HIGH SCHOOL54072,OLYMPIAN HIGH SCHOOL,Chula Vista,San Diego,African American,9,17,52.94117647058824
1160,OLYMPIAN HIGH SCHOOL54072,OLYMPIAN HIGH SCHOOL,Chula Vista,San Diego,All,110,194,56.70103092783505
1161,OPPORTUNITIES LRN-BALDWIN PARK51518,OPPORTUNITIES LRN-BALDWIN PARK,Irwindale,Los Angeles,White,4,5,80.0
1162,OPPORTUNITIES LRN-BALDWIN PARK51518,OPPORTUNITIES LRN-BALDWIN PARK,Irwindale,Los Angeles,Hispanic/ Latinx,9,10,90.0
1163,OPPORTUNITIES LRN-BALDWIN PARK51518,OPPORTUNITIES LRN-BALDWIN PARK,Irwindale,Los Angeles,All,14,21,66.66666666666666
1164,OPTIONS FOR YOUTH SAN GABRIEL52432,OPTIONS FOR YOUTH SAN GABRIEL,San Gabriel,Los Angeles,All,5,7,71.42857142857143
1165,ORANGE COUNTY HS OF THE ARTS53266,ORANGE COUNTY HS OF THE ARTS,Santa Ana,Orange,Domestic Unknown,12,14,85.71428571428571
1166,ORANGE COUNTY HS OF THE ARTS53266,ORANGE COUNTY HS OF THE ARTS,Santa Ana,Orange,White,35,69,50.72463768115942
1167,ORANGE COUNTY HS OF THE ARTS53266,ORANGE COUNTY HS OF THE ARTS,Santa Ana,Orange,Asian,91,111,81.98198198198197
1168,ORANGE COUNTY HS OF THE ARTS53266,ORANGE COUNTY HS OF THE ARTS,Santa Ana,Orange,Hispanic/ Latinx,28,43,65.11627906976744
1169,ORANGE COUNTY HS OF THE ARTS53266,ORANGE COUNTY HS OF THE ARTS,Santa Ana,Orange,African American,5,10,50.0
1170,ORANGE COUNTY HS OF THE ARTS53266,ORANGE COUNTY HS OF THE ARTS,Santa Ana,Orange,All,174,252,69.04761904761905
1171,ORANGE GLEN HIGH SCHOOL50873,ORANGE GLEN HIGH SCHOOL,Escondido,San Diego,Asian,5,5,100.0
1172,ORANGE GLEN HIGH SCHOOL50873,ORANGE GLEN HIGH SCHOOL,Escondido,San Diego,Hispanic/ Latinx,41,57,71.9298245614035
1173,ORANGE GLEN HIGH SCHOOL50873,ORANGE GLEN HIGH SCHOOL,Escondido,San Diego,All,48,68,70.58823529411765
1174,ORANGE HIGH SCHOOL52280,ORANGE HIGH SCHOOL,Orange,Orange,Asian,5,6,83.33333333333334
1175,ORANGE HIGH SCHOOL52280,ORANGE HIGH SCHOOL,Orange,Orange,Hispanic/ Latinx,30,39,76.92307692307693
1176,ORANGE HIGH SCHOOL52280,ORANGE HIGH SCHOOL,Orange,Orange,All,40,56,71.42857142857143
1177,ORTHOPAEDIC HOSP MED MAGNET HS51811,ORTHOPAEDIC HOSP MED MAGNET HS,Los Angeles,Los Angeles,Hispanic/ Latinx,74,97,76.28865979381443
1178,ORTHOPAEDIC HOSP MED MAGNET HS51811,ORTHOPAEDIC HOSP MED MAGNET HS,Los Angeles,Los Angeles,All,81,104,77.88461538461539
1179,OSCAR DE LA HOYA ANIMO CHARTER51781,OSCAR DE LA HOYA ANIMO CHARTER,Los Angeles,Los Angeles,All,40,42,95.23809523809523
1180,OTAY RANCH HIGH SCHOOL50602,OTAY RANCH HIGH SCHOOL,Chula Vista,San Diego,White,6,8,75.0
1181,OTAY RANCH HIGH SCHOOL50602,OTAY RANCH HIGH SCHOOL,Chula Vista,San Diego,Asian,52,85,61.1764705882353
1182,OTAY RANCH HIGH SCHOOL50602,OTAY RANCH HIGH SCHOOL,Chula Vista,San Diego,Hispanic/ Latinx,55,100,55.00000000000001
1183,OTAY RANCH HIGH SCHOOL50602,OTAY RANCH HIGH SCHOOL,Chula Vista,San Diego,African American,7,15,46.666666666666664
1184,OTAY RANCH HIGH SCHOOL50602,OTAY RANCH HIGH SCHOOL,Chula Vista,San Diego,All,123,211,58.29383886255924
1185,OXFORD ACADEMY50776,OXFORD ACADEMY,Cypress,Orange,White,5,6,83.33333333333334
1186,OXFORD ACADEMY50776,OXFORD ACADEMY,Cypress,Orange,Asian,115,139,82.73381294964028
1187,OXFORD ACADEMY50776,OXFORD ACADEMY,Cypress,Orange,Hispanic/ Latinx,14,21,66.66666666666666
1188,OXFORD ACADEMY50776,OXFORD ACADEMY,Cypress,Orange,All,142,174,81.60919540229885
1189,PACIFIC COAST ACADEMY50561,PACIFIC COAST ACADEMY,Poway,San Diego,All,7,7,100.0
1190,PACIFIC COAST HIGH SCHOOL53571,PACIFIC COAST HIGH SCHOOL,Tustin,Orange,All,7,9,77.77777777777779
1191,PACIFICA HIGH SCHOOL51034,PACIFICA HIGH SCHOOL,Garden Grove,Orange,White,8,15,53.333333333333336
1192,PACIFICA HIGH SCHOOL51034,PACIFICA HIGH SCHOOL,Garden Grove,Orange,Asian,48,64,75.0
1193,PACIFICA HIGH SCHOOL51034,PACIFICA HIGH SCHOOL,Garden Grove,Orange,Hispanic/ Latinx,19,32,59.375
1194,PACIFICA HIGH SCHOOL51034,PACIFICA HIGH SCHOOL,Garden Grove,Orange,All,80,119,67.22689075630252
1195,PALISADES CHARTER HIGH SCHOOL52327,PALISADES CHARTER HIGH SCHOOL,Pacific Palisade,Los Angeles,Domestic Unknown,3,8,37.5
1196,PALISADES CHARTER HIGH SCHOOL52327,PALISADES CHARTER HIGH SCHOOL,Pacific Palisade,Los Angeles,White,92,180,51.11111111111111
1197,PALISADES CHARTER HIGH SCHOOL52327,PALISADES CHARTER HIGH SCHOOL,Pacific Palisade,Los Angeles,Asian,31,45,68.88888888888889
1198,PALISADES CHARTER HIGH SCHOOL52327,PALISADES CHARTER HIGH SCHOOL,Pacific Palisade,Los Angeles,Hispanic/ Latinx,37,62,59.67741935483871
1199,PALISADES CHARTER HIGH SCHOOL52327,PALISADES CHARTER HIGH SCHOOL,Pacific Palisade,Los Angeles,African American,11,19,57.89473684210527
1200,PALISADES CHARTER HIGH SCHOOL52327,PALISADES CHARTER HIGH SCHOOL,Pacific Palisade,Los Angeles,All,174,314,55.4140127388535
1201,PALMDALE AEROSPACE ACADEMY54705,PALMDALE AEROSPACE ACADEMY,Palmdale,Los Angeles,White,3,5,60.0
1202,PALMDALE AEROSPACE ACADEMY54705,PALMDALE AEROSPACE ACADEMY,Palmdale,Los Angeles,Hispanic/ Latinx,18,31,58.06451612903226
1203,PALMDALE AEROSPACE ACADEMY54705,PALMDALE AEROSPACE ACADEMY,Palmdale,Los Angeles,All,26,44,59.09090909090909
1204,PALMDALE HIGH SCHOOL52315,PALMDALE HIGH SCHOOL,Palmdale,Los Angeles,Hispanic/ Latinx,50,72,69.44444444444444
1205,PALMDALE HIGH SCHOOL52315,PALMDALE HIGH SCHOOL,Palmdale,Los Angeles,All,53,82,64.63414634146342
1206,PALOS VERDES HIGH SCHOOL52358,PALOS VERDES HIGH SCHOOL,Palos Verdes Estate,Los Angeles,Domestic Unknown,4,6,66.66666666666666
1207,PALOS VERDES HIGH SCHOOL52358,PALOS VERDES HIGH SCHOOL,Palos Verdes Estate,Los Angeles,White,48,84,57.14285714285714
1208,PALOS VERDES HIGH SCHOOL52358,PALOS VERDES HIGH SCHOOL,Palos Verdes Estate,Los Angeles,Asian,32,51,62.745098039215684
1209,PALOS VERDES HIGH SCHOOL52358,PALOS VERDES HIGH SCHOOL,Palos Verdes Estate,Los Angeles,Hispanic/ Latinx,14,26,53.84615384615385
1210,PALOS VERDES HIGH SCHOOL52358,PALOS VERDES HIGH SCHOOL,Palos Verdes Estate,Los Angeles,African American,4,8,50.0
1211,PALOS VERDES HIGH SCHOOL52358,PALOS VERDES HIGH SCHOOL,Palos Verdes Estate,Los Angeles,All,107,182,58.791208791208796
1212,PALOS VERDES PENINSULA HS52683,PALOS VERDES PENINSULA HS,Rolling Hills Estat,Los Angeles,Domestic Unknown,13,15,86.66666666666667
1213,PALOS VERDES PENINSULA HS52683,PALOS VERDES PENINSULA HS,Rolling Hills Estat,Los Angeles,White,48,100,48.0
1214,PALOS VERDES PENINSULA HS52683,PALOS VERDES PENINSULA HS,Rolling Hills Estat,Los Angeles,Asian,149,190,78.42105263157895
1215,PALOS VERDES PENINSULA HS52683,PALOS VERDES PENINSULA HS,Rolling Hills Estat,Los Angeles,Hispanic/ Latinx,19,33,57.57575757575758
1216,PALOS VERDES PENINSULA HS52683,PALOS VERDES PENINSULA HS,Rolling Hills Estat,Los Angeles,African American,10,17,58.82352941176471
1217,PALOS VERDES PENINSULA HS52683,PALOS VERDES PENINSULA HS,Rolling Hills Estat,Los Angeles,All,245,363,67.4931129476584
1218,PANORAMA HIGH SCHOOL54081,PANORAMA HIGH SCHOOL,Panorama City,Los Angeles,Hispanic/ Latinx,44,95,46.31578947368421
1219,PANORAMA HIGH SCHOOL54081,PANORAMA HIGH SCHOOL,Panorama City,Los Angeles,All,48,105,45.714285714285715
1220,PARAMOUNT HIGH SCHOOL52365,PARAMOUNT HIGH SCHOOL,Paramount,Los Angeles,Asian,4,5,80.0
1221,PARAMOUNT HIGH SCHOOL52365,PARAMOUNT HIGH SCHOOL,Paramount,Los Angeles,Hispanic/ Latinx,106,149,71.14093959731544
1222,PARAMOUNT HIGH SCHOOL52365,PARAMOUNT HIGH SCHOOL,Paramount,Los Angeles,All,112,161,69.56521739130434
1223,PASADENA HIGH SCHOOL52401,PASADENA HIGH SCHOOL,Pasadena,Los Angeles,White,23,38,60.526315789473685
1224,PASADENA HIGH SCHOOL52401,PASADENA HIGH SCHOOL,Pasadena,Los Angeles,Asian,10,14,71.42857142857143
1225,PASADENA HIGH SCHOOL52401,PASADENA HIGH SCHOOL,Pasadena,Los Angeles,Hispanic/ Latinx,43,62,69.35483870967742
1226,PASADENA HIGH SCHOOL52401,PASADENA HIGH SCHOOL,Pasadena,Los Angeles,African American,8,16,50.0
1227,PASADENA HIGH SCHOOL52401,PASADENA HIGH SCHOOL,Pasadena,Los Angeles,All,85,131,64.8854961832061
1228,PATRICK HENRY HIGH SCHOOL52867,PATRICK HENRY HIGH SCHOOL,San Diego,San Diego,White,47,83,56.62650602409639
1229,PATRICK HENRY HIGH SCHOOL52867,PATRICK HENRY HIGH SCHOOL,San Diego,San Diego,Asian,46,73,63.013698630136986
1230,PATRICK HENRY HIGH SCHOOL52867,PATRICK HENRY HIGH SCHOOL,San Diego,San Diego,Hispanic/ Latinx,21,42,50.0
1231,PATRICK HENRY HIGH SCHOOL52867,PATRICK HENRY HIGH SCHOOL,San Diego,San Diego,African American,11,22,50.0
1232,PATRICK HENRY HIGH SCHOOL52867,PATRICK HENRY HIGH SCHOOL,San Diego,San Diego,All,129,227,56.82819383259912
1233,PHINEAS BANNING HIGH SCHOOL53785,PHINEAS BANNING HIGH SCHOOL,Wilmington,Los Angeles,Hispanic/ Latinx,79,122,64.75409836065575
1234,PHINEAS BANNING HIGH SCHOOL53785,PHINEAS BANNING HIGH SCHOOL,Wilmington,Los Angeles,All,80,124,64.51612903225806
1235,PIONEER HIGH SCHOOL53760,PIONEER HIGH SCHOOL,Whittier,Los Angeles,Hispanic/ Latinx,47,81,58.0246913580247
1236,PIONEER HIGH SCHOOL53760,PIONEER HIGH SCHOOL,Whittier,Los Angeles,African American,4,5,80.0
1237,PIONEER HIGH SCHOOL53760,PIONEER HIGH SCHOOL,Whittier,Los Angeles,All,53,88,60.22727272727273
1238,POINT LOMA HIGH SCHOOL52870,POINT LOMA HIGH SCHOOL,San Diego,San Diego,Domestic Unknown,3,5,60.0
1239,POINT LOMA HIGH SCHOOL52870,POINT LOMA HIGH SCHOOL,San Diego,San Diego,White,49,93,52.68817204301075
1240,POINT LOMA HIGH SCHOOL52870,POINT LOMA HIGH SCHOOL,San Diego,San Diego,Asian,12,17,70.58823529411765
1241,POINT LOMA HIGH SCHOOL52870,POINT LOMA HIGH SCHOOL,San Diego,San Diego,Hispanic/ Latinx,28,44,63.63636363636363
1242,POINT LOMA HIGH SCHOOL52870,POINT LOMA HIGH SCHOOL,San Diego,San Diego,African American,5,7,71.42857142857143
1243,POINT LOMA HIGH SCHOOL52870,POINT LOMA HIGH SCHOOL,San Diego,San Diego,All,100,171,58.47953216374269
1244,POLARIS HIGH SCHOOL53931,POLARIS HIGH SCHOOL,Anaheim,Orange,All,3,8,37.5
1245,POMONA HIGH SCHOOL52505,POMONA HIGH SCHOOL,Pomona,Los Angeles,Hispanic/ Latinx,23,37,62.16216216216216
1246,POMONA HIGH SCHOOL52505,POMONA HIGH SCHOOL,Pomona,Los Angeles,All,26,43,60.46511627906976
1247,PORT OF LOS ANGELES HS54055,PORT OF LOS ANGELES HS,San Pedro,Los Angeles,Asian,7,12,58.333333333333336
1248,PORT OF LOS ANGELES HS54055,PORT OF LOS ANGELES HS,San Pedro,Los Angeles,Hispanic/ Latinx,19,47,40.42553191489361
1249,PORT OF LOS ANGELES HS54055,PORT OF LOS ANGELES HS,San Pedro,Los Angeles,All,29,62,46.774193548387096
1250,PORTOLA HIGH SCHOOL50266,PORTOLA HIGH SCHOOL,Irvine,Orange,Int'l,6,8,75.0
1251,PORTOLA HIGH SCHOOL50266,PORTOLA HIGH SCHOOL,Irvine,Orange,White,16,35,45.714285714285715
1252,PORTOLA HIGH SCHOOL50266,PORTOLA HIGH SCHOOL,Irvine,Orange,Asian,198,257,77.04280155642024
1253,PORTOLA HIGH SCHOOL50266,PORTOLA HIGH SCHOOL,Irvine,Orange,Hispanic/ Latinx,11,16,68.75
1254,PORTOLA HIGH SCHOOL50266,PORTOLA HIGH SCHOOL,Irvine,Orange,African American,5,8,62.5
1255,PORTOLA HIGH SCHOOL50266,PORTOLA HIGH SCHOOL,Irvine,Orange,All,248,338,73.37278106508876
1256,POWAY HIGH SCHOOL52533,POWAY HIGH SCHOOL,Poway,San Diego,Domestic Unknown,5,7,71.42857142857143
1257,POWAY HIGH SCHOOL52533,POWAY HIGH SCHOOL,Poway,San Diego,White,35,63,55.55555555555556
1258,POWAY HIGH SCHOOL52533,POWAY HIGH SCHOOL,Poway,San Diego,Asian,13,26,50.0
1259,POWAY HIGH SCHOOL52533,POWAY HIGH SCHOOL,Poway,San Diego,Hispanic/ Latinx,17,37,45.94594594594595
1260,POWAY HIGH SCHOOL52533,POWAY HIGH SCHOOL,Poway,San Diego,African American,7,13,53.84615384615385
1261,POWAY HIGH SCHOOL52533,POWAY HIGH SCHOOL,Poway,San Diego,All,80,151,52.980132450331126
1262,PREUSS SCHOOL UCSD51479,PREUSS SCHOOL UCSD,La Jolla,San Diego,Asian,22,24,91.66666666666666
1263,PREUSS SCHOOL UCSD51479,PREUSS SCHOOL UCSD,La Jolla,San Diego,Hispanic/ Latinx,47,76,61.8421052631579
1264,PREUSS SCHOOL UCSD51479,PREUSS SCHOOL UCSD,La Jolla,San Diego,African American,7,17,41.17647058823529
1265,PREUSS SCHOOL UCSD51479,PREUSS SCHOOL UCSD,La Jolla,San Diego,All,77,118,65.2542372881356
